79,1,7956349,42759,1
37,1,8104893,42680,0
68,0,3820316,42437,0
93,1,2575213,42470,0
79,1,9348039,42455,1
21,1,2579293,42551,0
8,0,4291601,42718,1
50,0,2370431,42729,0
89,0,725466,42518,0
95,1,1924685,42543,1
37,1,1654168,42455,1
28,0,4766393,42719,1
45,0,1136037,42514,1
53,1,295697,42780,0
71,0,7433965,42786,0
7,1,9377160,42585,0
11,0,4670535,42705,0
67,1,9315578,42729,0
3,0,7186453,42803,0
59,1,5732753,42621,0
3,0,6514206,42403,1
80,1,4620219,42665,0
96,0,643292,42523,0
86,1,3479927,42473,0
76,1,748195,42679,1
95,0,8833876,42663,0
67,1,3357749,42594,0
82,0,9679876,42690,1
40,1,7300502,42742,1
48,1,5399055,42747,0
28,0,4510586,42822,0
36,1,3100479,42578,1
48,0,4499999,42644,0
84,0,7886153,42497,1
70,0,6928634,42500,1
18,0,1382277,42700,1
74,1,5581011,42688,0
28,0,8013632,42654,0
13,0,4402301,42690,0
22,1,5813963,42824,1
64,0,1985472,42773,0
2,1,3784992,42735,1
52,1,266786,42480,0
11,0,7725376,42439,0
34,1,3295714,42619,1
59,0,3700534,42628,0
32,0,2346565,42583,0
26,0,5340323,42645,1
4,0,9389730,42805,0
44,0,4572650,42484,1
41,0,5427170,42815,1
23,0,511251,42536,1
93,0,5415638,42453,0
38,0,7293229,42648,1
76,0,4393147,42399,1
39,1,5630875,42485,1
52,0,7138476,42730,0
60,1,5483587,42821,1
13,0,5131871,42481,1
20,1,1899230,42592,0
68,1,7355589,42509,0
62,0,9019486,42390,0
23,1,3036599,42580,1
27,0,798748,42425,0
77,1,2365410,42666,1
28,0,7475024,42496,1
10,1,5270992,42721,1
31,0,1303757,42583,0
87,0,3370932,42630,1
56,0,3291590,42554,1
27,0,2359715,42649,0
43,1,9395243,42486,0
54,0,5301852,42778,0
41,0,3867561,42763,0
50,0,3528718,42606,1
58,1,7779473,42672,1
87,0,7423044,42397,0
57,0,1171844,42578,1
67,1,9882540,42384,1
17,0,2949449,42485,0
60,0,9809252,42632,1
28,0,6358375,42729,0
75,0,6522075,42578,1
27,0,4535862,42761,0
11,1,1876845,42448,0
45,1,9235712,42546,1
69,1,1081914,42750,1
16,1,8401913,42555,1
40,0,4762467,42417,0
1,1,8737612,42447,1
66,1,9389260,42558,0
33,0,35777,42425,0
47,1,8234688,42510,1
93,1,9348486,42634,1
37,1,4158315,42498,0
46,1,273082,42799,1
53,0,7872577,42473,0
38,0,4749982,42616,1
94,1,3556954,42519,0
11,0,3682442,42387,1
25,0,1873539,42754,1
96,0,9202229,42691,0
68,1,524712,42749,0
37,1,5559006,42804,1
40,1,9374477,42791,0
35,1,7764422,42597,1
89,0,3365792,42732,0
96,0,1720424,42533,1
98,0,5772890,42545,1
37,1,2709554,42771,0
89,0,9614736,42488,0
57,0,3437740,42629,1
51,0,5698182,42784,0
47,1,1854659,42374,0
71,0,2568482,42617,0
68,0,6858634,42635,0
24,1,2305348,42710,0
50,0,6596779,42660,0
63,0,4808547,42381,0
94,1,209142,42519,0
17,1,4965575,42705,1
67,0,6722605,42709,1
7,1,1236901,42680,1
96,1,1084370,42560,0
33,0,1133115,42599,1
52,1,2500218,42604,0
67,0,4911511,42572,1
20,0,6826932,42443,0
18,1,8191743,42628,0
98,1,4271826,42531,1
69,1,8369887,42722,0
40,1,8461022,42687,1
58,1,7258671,42778,0
50,0,2519017,42404,1
48,0,1267461,42386,1
17,1,9072584,42408,1
41,1,2470684,42601,1
13,0,9238690,42553,1
45,1,1877732,42777,0
82,1,243872,42479,1
46,0,202061,42720,1
73,0,9385773,42555,1
3,0,2583245,42796,1
67,1,2087987,42565,0
82,0,2739071,42764,1
79,1,5136499,42807,1
45,0,4616380,42465,0
62,0,654064,42753,1
5,0,8749707,42796,1
34,0,4960885,42801,0
81,1,2616536,42776,1
55,1,7705331,42486,1
57,1,855869,42601,0
75,1,5203283,42726,1
94,0,8349199,42821,0
47,0,244204,42663,1
98,1,7373664,42383,0
36,0,8872810,42602,0
48,0,4360670,42751,0
30,0,8211444,42723,1
72,0,8032549,42472,0
16,1,8163416,42574,1
83,0,9770229,42565,0
13,0,8413876,42507,0
50,0,3276189,42684,0
1,0,7861829,42651,0
41,0,6257790,42411,1
33,0,2305841,42371,0
78,0,6782394,42547,1
73,1,626215,42431,1
85,0,3950242,42626,0
94,0,71459,42648,0
61,1,6051218,42431,1
22,1,6454585,42752,0
8,1,6703013,42481,0
26,1,2321518,42401,0
84,0,9787337,42622,0
70,0,1753850,42451,0
39,0,3078125,42512,0
96,0,3287482,42534,1
49,1,5747267,42671,0
80,1,3564436,42592,1
19,1,6590340,42477,1
50,0,2389843,42546,0
71,1,7747479,42666,0
85,1,744132,42682,1
88,0,8154999,42518,1
27,0,1656823,42458,1
34,1,2321448,42450,1
27,0,3716482,42642,0
68,0,1237581,42650,1
18,0,155809,42597,1
83,0,704651,42616,1
25,1,5905347,42646,0
53,1,513526,42675,0
11,0,6670402,42731,1
57,0,8014402,42510,1
44,1,5034018,42512,1
32,1,6867447,42815,0
96,0,4476895,42669,0
28,1,6661582,42467,0
51,1,1093286,42819,1
40,0,9481445,42473,1
74,1,9497981,42712,1
9,1,226407,42625,0
44,0,9370952,42609,1
28,0,4117329,42510,0
27,0,7949956,42678,0
45,1,915223,42695,1
10,0,1019596,42748,1
49,1,5233924,42638,1
13,0,5956647,42509,0
33,0,6984713,42447,0
90,0,6738773,42581,1
56,1,7946194,42600,1
84,0,7029973,42597,1
65,1,3894431,42772,1
49,0,4432702,42798,0
90,0,9956640,42473,1
58,1,8071416,42775,0
54,0,790145,42622,1
41,0,2029636,42491,1
60,0,6596768,42558,0
71,0,7640028,42673,1
23,1,6347065,42774,1
53,0,7438746,42569,1
21,0,2281894,42427,0
7,1,4089405,42698,0
50,0,2545136,42783,0
90,1,6128035,42696,1
5,1,8298967,42490,1
86,1,5773416,42553,1
44,1,4192540,42413,0
74,1,3566997,42428,1
80,1,4922815,42705,1
80,1,1312597,42372,1
52,1,7705936,42446,1
34,0,2228476,42683,1
19,1,7771000,42530,0
53,0,7650611,42765,0
43,0,2489150,42611,1
77,1,8443532,42653,0
75,0,4876377,42439,1
25,1,5677083,42559,0
8,1,8857304,42606,1
62,1,1570597,42462,1
68,1,3624681,42374,1
18,0,232619,42655,0
88,1,8317341,42780,0
50,1,8719467,42475,0
44,1,5936026,42787,0
65,0,5305854,42661,0
11,1,8089815,42716,1
26,1,324441,42461,1
97,1,6459406,42446,1
50,0,5143954,42576,1
85,0,7790945,42729,1
24,1,5896785,42698,1
8,1,4225146,42605,0
98,0,5647268,42507,1
40,0,2470096,42756,0
4,1,1808138,42728,1
24,0,1175788,42475,1
97,0,9757591,42745,1
9,0,8059958,42584,1
77,1,4330529,42379,1
28,0,3802275,42572,0
29,1,5013700,42433,0
23,1,1200961,42685,0
43,0,4913016,42618,0
71,0,6104590,42522,1
2,1,3039697,42535,0
21,0,3717791,42555,1
6,1,7699888,42658,0
63,0,182795,42729,0
50,0,8874579,42708,0
13,0,1196760,42703,1
70,0,9836271,42371,1
27,0,4941674,42772,0
6,1,2718875,42582,1
78,0,3109360,42658,0
4,0,9043878,42476,1
36,0,724439,42646,0
80,1,4940430,42415,1
51,0,216678,42793,0
93,0,6417958,42752,1
50,1,2995926,42498,1
90,1,6579946,42561,1
16,1,5162920,42756,1
8,0,6667100,42538,1
36,1,2432491,42587,0
31,1,9294528,42685,1
13,1,7437875,42663,1
72,0,9985915,42660,1
95,1,7772296,42463,1
14,0,3195685,42537,0
63,1,231444,42569,1
63,0,8007238,42675,0
1,1,2938545,42571,1
26,1,7574472,42386,0
10,1,203557,42693,0
40,0,6810857,42371,1
82,0,994846,42560,0
83,0,9403499,42763,0
13,0,15745,42772,0
29,0,4638242,42637,0
44,1,604936,42504,0
83,0,3661241,42445,0
59,0,7675530,42460,1
68,0,8692918,42597,0
38,1,7376077,42785,0
85,1,5740813,42695,0
6,1,5885423,42789,1
54,1,4747075,42476,0
97,0,7219564,42764,0
55,1,1549588,42664,0
3,1,972013,42658,1
49,1,4464311,42513,1
49,0,6487387,42466,0
56,1,3246338,42475,0
72,1,7291500,42459,0
63,1,7416432,42821,0
43,0,5390278,42558,1
43,1,9167067,42386,0
63,0,9154094,42589,1
10,0,5368262,42640,1
24,1,4944256,42520,1
50,0,135343,42797,0
15,1,1217289,42394,0
11,0,1839213,42670,0
52,1,8739133,42714,0
43,0,7068478,42662,0
5,1,3462669,42645,1
77,0,8283850,42507,0
30,0,2094875,42719,1
10,1,9607793,42650,0
17,1,16094,42566,1
59,0,7974051,42765,0
95,1,5234595,42653,1
73,1,6250728,42562,0
69,1,6727261,42422,1
73,0,9555454,42528,1
39,1,1430745,42453,0
86,0,4533523,42443,1
25,1,4483361,42484,0
45,0,1532641,42502,0
61,1,2235532,42450,1
39,1,4861336,42820,1
89,1,3768966,42784,0
12,1,959404,42396,1
56,0,7442248,42683,0
36,0,9254553,42601,0
25,0,4898455,42673,1
7,0,991877,42817,0
87,0,1984490,42561,0
74,1,2849559,42571,0
45,0,236396,42467,1
84,0,7099352,42574,1
90,1,9002349,42441,1
27,1,3809846,42686,1
17,0,4184908,42676,0
24,1,4817091,42503,0
60,0,5075545,42714,0
38,1,7463203,42542,1
62,0,405510,42405,1
13,1,6784101,42449,1
71,0,4926495,42438,1
28,1,289873,42441,1
18,1,7455972,42693,1
50,1,1684007,42581,0
7,1,509954,42617,0
77,0,6272680,42707,1
10,1,8528477,42723,0
56,1,615217,42745,1
4,0,5202750,42494,1
46,0,4774775,42602,0
21,1,6540078,42620,1
21,1,8086781,42398,1
56,0,2912586,42777,1
43,0,7937625,42692,1
5,0,3697104,42652,0
29,0,2292321,42613,0
37,0,2475777,42763,0
63,0,9805429,42438,1
38,0,4816378,42506,1
42,1,2317886,42521,1
28,1,2228103,42404,0
70,1,2271844,42680,1
25,1,5107924,42609,0
46,0,9057664,42428,1
48,1,261208,42501,1
9,1,3966093,42557,1
71,0,5741764,42637,1
18,1,4424863,42783,0
98,1,1808843,42703,0
2,1,202064,42543,0
35,0,2973945,42458,0
12,1,9545073,42568,0
11,1,1258176,42440,1
32,0,195277,42517,1
55,1,2381975,42763,0
29,1,8844984,42554,1
43,0,4968113,42430,1
53,0,1035704,42621,1
93,1,2707801,42789,0
64,1,9838961,42761,1
79,0,7180529,42809,0
31,0,9674760,42816,1
13,1,9302112,42782,0
74,1,6524928,42660,1
3,1,1588288,42678,0
24,0,6576493,42408,0
40,1,6085428,42636,1
53,0,9564672,42624,0
29,1,3322381,42684,0
89,0,399237,42569,0
31,1,6709283,42499,0
78,0,439119,42563,1
49,0,9366799,42791,0
23,0,4010719,42618,1
82,1,9126656,42724,0
42,0,4827408,42688,1
62,1,5294459,42743,1
19,1,9411973,42535,0
84,1,8853949,42480,0
13,1,9220683,42566,0
70,1,5043535,42566,1
23,1,3643888,42628,1
88,0,8367430,42530,0
81,1,4135891,42459,1
1,0,8943725,42483,1
91,0,6497717,42558,0
41,0,2462545,42810,0
47,1,8015900,42713,0
8,1,5250766,42723,0
57,1,7477747,42473,0
37,0,3053953,42385,1
25,1,8901956,42736,0
57,0,4240739,42447,1
51,1,9169463,42655,1
38,0,7468804,42732,1
86,1,7047019,42414,1
12,1,6805689,42532,1
25,0,4149849,42414,0
91,0,1684360,42526,0
57,0,4554750,42515,1
68,0,5126335,42481,0
77,0,6612980,42388,1
47,1,3494173,42557,0
88,1,4526316,42817,1
46,0,8544088,42821,0
2,1,8480285,42548,0
62,1,2481783,42815,0
54,1,5492385,42487,1
76,1,1047873,42795,1
19,1,4196155,42773,1
40,0,6136236,42399,0
3,1,4064884,42430,0
83,1,8219697,42477,0
92,0,3972290,42680,0
48,0,4982670,42645,1
47,1,5689385,42672,1
60,0,7625987,42525,0
77,1,2357824,42414,0
12,0,9787069,42614,1
49,1,1303396,42445,1
6,1,102712,42663,0
85,1,9595576,42708,0
25,0,786960,42534,0
35,0,4541582,42732,1
77,0,5478923,42800,1
32,0,274138,42564,1
54,0,6199747,42436,1
16,0,8476936,42674,1
58,0,6394407,42658,1
88,1,7678194,42658,0
48,1,678802,42705,0
67,0,2175450,42526,1
20,1,8844402,42499,0
13,0,9071657,42676,0
61,1,4944993,42388,0
50,1,1020561,42455,0
48,0,231983,42609,1
63,1,4691851,42729,0
43,0,4524298,42642,0
65,0,9926550,42490,1
62,0,4635866,42818,1
22,1,5169548,42760,0
47,1,3545171,42533,1
19,1,2715343,42784,0
22,1,3246087,42424,1
32,0,8128723,42646,0
86,0,1430676,42569,0
83,0,7364466,42403,1
80,1,449325,42824,1
41,1,6919790,42643,0
48,1,8371095,42807,1
48,0,3717766,42662,1
13,1,3615383,42693,0
35,1,9478801,42754,0
26,1,5043372,42607,1
40,0,1969791,42403,1
51,0,859439,42683,0
40,1,9278743,42822,1
95,1,8619728,42479,1
1,0,469383,42594,1
44,0,1535371,42493,0
2,0,7142451,42712,1
52,0,4758090,42794,0
72,0,1797773,42784,0
13,1,8126672,42380,1
40,0,7937806,42808,0
13,1,8127546,42410,0
13,0,8380035,42371,1
78,0,6342481,42707,0
61,1,2730828,42704,1
36,1,3811998,42817,1
12,1,7365044,42418,1
30,0,9047721,42551,1
50,0,1005006,42502,0
76,1,7045758,42803,0
79,0,7027514,42708,1
59,1,2847624,42798,0
57,1,8909054,42697,0
8,1,557330,42553,0
4,0,6667405,42504,0
39,1,4359582,42584,0
62,1,7108279,42373,1
23,0,4657612,42562,0
19,0,1349487,42672,1
96,0,1019417,42510,1
40,1,3415149,42820,0
96,1,3066561,42679,0
20,1,1187973,42614,1
9,1,4868806,42388,1
72,1,9262628,42407,0
15,0,6412591,42629,0
10,0,514871,42637,0
95,1,9332674,42430,0
57,0,3793388,42424,1
33,1,7413898,42795,0
30,0,6039192,42430,1
90,1,2969420,42566,1
68,1,3785726,42475,0
51,0,5846324,42398,1
79,0,9080214,42389,0
52,1,713308,42415,0
53,0,7083914,42737,1
72,1,4526627,42544,0
40,1,9085844,42717,0
71,1,9145569,42510,0
5,1,3762010,42774,1
85,1,5316920,42433,0
72,1,1240818,42825,1
38,0,7403211,42664,0
52,1,3964712,42802,1
35,1,5554107,42594,1
43,0,3850590,42498,1
53,0,9090995,42769,0
22,0,6229903,42737,1
89,0,7869458,42562,0
22,0,3904679,42490,0
59,0,2562143,42515,0
95,1,4097799,42386,0
56,0,4278119,42759,1
63,1,9800072,42440,0
66,0,2021553,42447,0
20,1,2329813,42824,0
40,1,2382144,42505,1
93,0,2830202,42733,0
93,1,6230428,42374,1
44,0,1653325,42445,0
26,1,5606445,42394,0
87,0,3246232,42398,1
12,1,7210060,42481,0
58,0,2885482,42510,0
97,0,9437928,42631,0
75,0,1208104,42821,0
15,0,2587493,42605,1
55,1,5160710,42443,1
87,1,2880762,42810,1
38,0,3487179,42567,1
87,1,9490167,42696,1
53,0,2215732,42698,0
76,1,9316085,42552,0
3,1,1874477,42536,0
58,1,4751054,42767,0
93,1,2038448,42599,0
56,1,4589469,42702,0
83,1,2397250,42786,0
34,0,7725180,42491,1
52,0,9673357,42566,0
67,0,5028575,42731,0
44,0,9395117,42638,1
92,0,188424,42749,1
32,0,3785262,42577,1
17,1,9432681,42581,1
5,0,7127965,42672,1
16,0,6121746,42415,0
32,0,5631450,42744,1
36,0,6927757,42668,1
76,0,1691554,42713,0
69,1,8061253,42428,1
41,1,1032965,42567,0
95,1,7918507,42527,1
9,1,6907775,42745,1
21,1,5703515,42768,1
64,1,5333600,42524,1
5,0,7028154,42645,1
32,1,9426129,42553,1
37,1,4682945,42452,1
68,1,1616806,42807,0
80,0,3504851,42487,0
4,1,8213167,42487,0
47,0,7324043,42397,0
85,1,3420390,42762,0
46,0,2329798,42700,1
82,1,4663166,42542,0
36,1,8390778,42554,0
12,1,4554543,42525,1
12,1,3877659,42395,1
20,1,6949443,42683,0
31,1,3923841,42700,1
7,1,5280400,42495,1
52,0,7520185,42390,0
50,1,7152194,42646,0
10,0,8386571,42455,0
74,0,4396774,42796,1
30,0,9729135,42531,0
90,1,8080976,42626,1
74,0,3675185,42537,1
60,0,9212831,42373,1
66,1,3822203,42465,0
33,1,4937825,42618,1
5,0,2920941,42637,1
96,1,5458176,42758,1
59,1,9339158,42576,0
84,1,8366621,42430,0
87,1,2060885,42690,0
84,1,7994716,42791,1
48,0,659622,42480,1
54,0,6715431,42809,1
75,1,6633154,42421,1
14,0,5265791,42496,1
63,1,2260551,42785,0
7,1,1768060,42555,0
1,0,2755562,42439,1
9,0,3078033,42415,1
56,0,1805335,42769,1
21,0,2298265,42395,0
22,1,3676524,42805,0
16,1,844982,42653,1
17,0,3763114,42530,0
97,0,1547270,42772,1
72,1,3536238,42736,0
36,0,514053,42815,0
38,0,5789339,42809,1
92,0,8042739,42390,0
96,1,8411301,42461,0
5,0,3183103,42457,0
64,0,7937894,42519,1
25,1,8565827,42764,1
48,1,2173724,42428,1
63,0,4646177,42825,1
28,1,2532734,42699,1
65,1,5629937,42622,0
82,1,2211827,42654,0
49,1,6447496,42519,1
39,1,4901080,42395,0
61,0,2031020,42529,1
33,0,9648687,42652,0
95,0,2347878,42760,1
87,1,9962266,42453,1
39,0,5478222,42685,1
30,1,8804634,42816,1
36,0,9753814,42651,0
58,1,3129515,42427,1
82,0,8665773,42475,1
15,0,3292014,42485,0
45,0,6393832,42512,0
60,0,3516800,42484,0
75,0,6116195,42411,0
84,0,2769268,42579,1
29,0,6348195,42403,0
56,1,2503213,42579,0
60,1,2939815,42820,0
86,1,7465468,42429,0
66,1,7973927,42468,0
93,0,4591781,42586,1
70,1,507184,42690,0
27,0,2997997,42414,1
89,0,6843677,42670,1
95,1,793000,42373,1
63,0,4510624,42463,0
34,1,1103978,42800,1
81,1,3355978,42755,1
43,0,1111225,42758,0
73,1,8268574,42379,0
88,1,5962497,42404,1
90,0,5890697,42746,0
11,0,3234232,42610,1
77,1,7035491,42631,1
49,0,6077148,42745,1
43,1,8288339,42438,1
45,0,6127877,42683,1
4,0,8200796,42426,1
83,0,9869580,42474,0
50,1,1195827,42542,1
89,1,5619254,42600,0
60,1,4246437,42668,0
61,1,5268588,42584,1
25,1,8068878,42459,0
15,1,1096828,42635,0
43,0,5745216,42515,1
7,0,9029440,42469,1
89,0,9565161,42414,0
80,1,5288405,42633,0
3,0,2723716,42519,0
24,1,3921745,42760,0
54,1,1160610,42605,1
65,1,9821540,42669,0
90,1,2225965,42477,1
4,1,2002876,42513,1
97,0,9625370,42731,0
53,0,5718051,42634,1
63,0,3105498,42373,0
28,0,2758442,42687,1
43,0,3816261,42759,1
69,1,2897871,42787,0
37,1,6100043,42689,1
50,0,2969303,42408,0
59,0,9108927,42577,1
56,1,223531,42471,0
98,0,9355387,42562,1
39,0,5778614,42778,1
50,0,8712244,42703,1
91,0,981339,42758,1
58,0,9700341,42535,0
20,0,247432,42400,1
35,0,2814572,42703,1
83,0,99038,42549,0
83,0,2524175,42809,0
40,1,3715573,42685,1
27,0,5785603,42666,0
23,1,5668169,42380,0
